youtube_video_id,comment_text
xCr5RlXidhg,svu sent me
fQGq24fykpg,I love how they used Saturn 500F Instead of Saturn V
b5gWXUuse3Q,twosetviolin
fVET4AN0Dcs,metallica master of puppets
MBohjBi348Y,Best science fiction movies must include interstellar and contact.
7bWekMNDfT8,So this is why Sully was easy.
EFJY_BZ55sI,It's completely mind blowing to me how the special effects of a 1995 movie were THIS good.
U9a5tZSKDOU,I've seen that movie when I was 7th grade junior high school since it's weekend
Ss5Hw3uiArs,Back then in the 90s I wished they should win academy award 🥇 for best Visual effects Not That stupid movie called Babe (1995)!!
-ynKNaSkih4,Great movie but the trailer was all over the place.
x1wNnEaYfYM,"Omg 😂 it is completely cartoony. As a child i lived batman forever. Still each time i see batman 1989 and returns, i feel 😢. So much emotions and drama, not just an action movie. But this one is completely different 🎉.  Let's hope  the long version will be better."
1E27hTW8LNo,listen to Peter Cullen narrating! Ah!!!
L7a0100v14c,Nicole kidman is a babe
AteQZ7q6rtA,The trailer made it look so epic
FrR6QwWMxr8,Two face looked like freddy krueger from the elm street movies only with pink skin in this moviem val Kilmer looks like keaton a tad bit with the batman mask only difference val kilmer was more serious looking
l13yPhimE3o,When there was no Marvel😂
tL9rSD0wrHM,fun fact Bruce Wayne is batman.
LkGY1-IvSmU,Release the Joel Schumacher cut!!
mQJDvN59u6o,The music is brilliant
erzlRY0PWFE,"Val Kilmer was my favorite Batman actor for a long time, he brought a quiet moodiness to the characters Batman and Bruce Wayne that hasn’t been replicated.

Combine that with an all-star cast, the campy romance, and some fantastical set and prop design… it’s one of the best Batman movies if not THE best."
zLrqyfkXt_A,"I was 13 when this hit theaters. It was the awesomest movie since ""batman returns"". Me and 3 of my friends saw it in theater then camped in my backyard afterwards in sleeping bags. I fugging miss those days."
o1u4ulROfUA,2:04 the way the trailer was edited it looked like Batman flew a chopper into that building and exploded.  Lol
FN988syzg1U,He is in no hurry
hVwPmQEugcw,I watched this in the theater on my 9th  birthday circa June 1995 with ny mom and best friend then. It was one of the funnest experience I had with a movie up to that point outside of Jurrasic Park. That is one core memory that will last with me a lifetime.
UH9OLQh46FY,that frackin fanfare!!!!! i love it so much.
9btKFrFhq28,28 years and this movie still never gets old...
FGG_TKydPsM,I saw this movie almost 30 years ago in theaters and I still have no idea why it’s called Batman forever.
CO11u1jOntI,Still the best Batman movie.
KnYl1TfWD-U,I feel like this whole comment page hasn't seen the movie and are judging this by the trailer
8ZAfzdzZqRA,Jim Carrey was hot garbage in this
Yddr5thpDTE,I actually think this is the worst one. Jim Carrey almost made it unwatchable
PxZo3oM5k2E,This is my favorite 90s Batman movie. The 1st 2 Keaton films were good and I love that they got Burton to produce Batman Returns. But Batman Forever I ranked it number 1. The cinematography with neon settings are top notch and Jim Carrey's Riddler was great.
VYw_24STp8o,แบทแมนตลอดกาลไม่มีมิตรแท้​และ​ศัตรู​ถาวร
tf6dFhAfTuE,Worst batman ever.
OLYENHi4IIc,El MEJOR BATMAN VAL ❤ I LOVE YOU
AlugldzO9zY,Damn Forever Ago
0bc_EmUZJ84,A much better film than a lot of people give it credit for.
ckl8Zb5tOTI,Roll out
7yYV6k4t-Ec,2:01 Nuff Said.
w_lphmbPUwE,"They used the Burton soundtrack and mixed it with the Forever one, I love this"
3Gerca4N3ag,Is that Peter Cullen narrating the trailer?
GqRdmI8t8PA,Val Kilmer is underrated as Batman. I loved Keaton but Kilmer gets over looked
Ek6jk408STU,"I saw this years ago and considered watching it again, but this trailer was trash lol!"
dBOwtSdtAYg,Is...  is that Peter Cullen? 😲
-EXt9QUAWz4,batman forever
l0lbmUaooSw,"2nd best Batman movie, that is if you regard The Dark Knight Returns Part1 & Part 2 as one film :D"
iwx4xm4FeEE,"Batman - Dino thunder black 
Robin - Dino thunder white"
2vDp3_Hrw9Y,"Summer of 95 will always hold alot of nostalgia for me. Apollo 13, judge dread, goldeneye, die hard with a vengeance, waterworld, even under seige 2!! I watched them all but batman forever was prob the most anticipated movie that year. I loved it!"
JL_vrb4-6_0,Why are the comments off for Batman 89??????
QDKSISoy5zc,❤❤❤
BJjj_v33mTs,It's hard ti believe they made this.
jpInUUDkZwo,God Almighty
OultAtx3ptc,"Can someone rescore this whole movie with Elfman's themes cause it definitely elevated this trailer.  This movie was fun, but that made it seem epic lol."
yGxWoppTujU,Imagine if they casted Jim Carrey as the Joker
_iuDUSj5jaI,Jim carry us bad in this movie
oKNy-MWjkcU,Like this villans more than the joker 1989
ukQ9SfY2gJo,Too cheesy !!!!!!!!!
l_53iJ6JF68,Val Kilmer's Batman & later George Clooney's are the same character than Michael Keaton? I mean the same Batman years later after defeating Pengüin?
-yaTz-zj_lU,I wonder why it won't let you buy this movie on Youtube? It only lets you rent it.
WnyftZZ880s,What I can't understand is where did they see the funny and humorous character of Two-Face?
GOc01_Ty1eQ,it sucked
2Nzg8I1y3ko,"First comment in 2023
You a G if your here !"
tRWIfCpxNK4,Summersault scene from 0:44 to 0:48 pretty effective
iKpgVlwF5vY,"I used work for amc theatres when this premiered at the time. Made money good popcorn movie but did not meet expectations from the first two. 
I had the teaser poster too. Basically it sucked buttermilk"
HcI_nr9zgr0,Happy belated birthday Jim
nTFrwDWmOvA,"Better than Batman & Robin 😂 by miles.... Batman Forever had a great cast aswell like Val Kilmer, Nicole Kidman, Jim Carrey, Tommy Lee Jones, Drew Barrymore, Chris O'Donnell."
o6SWofbYD90,"Looks back at it, Chris O’Donnell was the perfect choice for Robin. He has
The perfect look and build."
6XhSSlaIlow,who played the best batman? and which was the best batman movie?
iOPXStM4blg,val kilmer is the most handsome batman
UICcApCPOtU,"I just watched it last night, man its a good movie actually! Jim carry acting was superb"
v1D4cgExsxc,"Man, this looks good!!!! I can't wait for it to hit theaters!!!!"
mP3GmdopSiM,"1:31-Ah, THERE'S the random Genesis voice line."
9j3gdbdnoEk,This movie literally makes ww84 looks a legendary movie
1zRHgp6S9pg,Jim carey.... Better than always
L90001PVzec,Courage Now. Truth Always. Batmna Forever
Rz4pQWEtEhg,Had this on VHS as a kid! VCR days was too classic!
VBvXYk8AWmg,Problem with this trailer is that it gives away too much...
XVtLP5tfpCA,"This film is actually genius even if by accident, it’s its own thing, it’s own world. I love it 🤍"
lRyZxcIB374,I watch this becouse of Jim Carry
Eom5Ows-56U,I Wonder why this scene 1:31 with two-face was left out of the movie the bat scene 2:01 is understandable it could have easily frighten children at the time and give them nightmares. But not the two-face one.
zhyO3Pc6oSI,Batgay
v3HER2IPuV4,Everybody took Val Kilmer for granted
nVgdtcNwIGQ,I think it would be a great idea if Warner Brothers studios were to release Batman Forever's original 170 minute cut on 4K bluray and dvd. I think it's a great idea and i think Batman fans would like to see that happen.
PHRDGxSL2o4,"2:10 This shot is just so iconic, and I don't know why they just fired Robin from the big screen."
oPXL4_eZ4-M,"This film is so underrated. Pure fun! The entire cast was amazing, Jim Carrey in particular!"
2y3neAt6Olo,Val Kilmer >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> Robert Pattinson
UjRlMX01_4A,Honestly I'd rather watch this than the Robert Pattinson emo vampire one.
0vInmqLEoWA,am batman hshshshs
O8LIug1cP04,I’m mad they still used the theme music from the first two films in the preview but not in the last two.
7IHwKJOZZ6U,As a kid the glow in the dark scene is still one of my favorite 90s movie moments
Lugx0xX2G54,"This is the best Batman movie ever, don’t care what anyone says."
b12pcc3ZWho,"Kilmer made a fitting dark knight. Like keaton's Batman, there was a stoic approach. Something Clooney lacked."
riDem1mSAqk,Batman Forever was a good movie but not a good Batman movie. Now I’m not saying that it’s a horrible Batman movie either; I think it’s an average Batman movie.
R7J_KVRGPgU,Trailer goes hard
EgeBYZSSIIc,There's something Classic about this trailer!
6-NmMuukdYE,What are the order of these movies to watch them
2hZKHf4OvrU,A narrated trailer! Is it such an old movie already??
jhJYMEzQA-Q,Eileen seeley is on batman forever
eQ4Zg9tv0NI,It's so bad it's good. 😅
_57GKDXmXKk,The movie should've been titled *Batman Replaced*
bNRJsanqOCE,"This movie was a huge part of my childhood, but not one of my favorite Batman movies. I would’ve loved to see what this movie would’ve been like if Tim Burton stayed on with this series, & Michael Keaton as Batman.

What I remember most about this movie is Jim Carry. He killed it as The Riddler."
Tw1jwFTDrSU,Idk why there are so many bad reviews on this movie- I actually really like this movie
bHvOeMRgPuw,"First Batman movie i saw in a movie theater....gosh, 1995, what a fun time. It was a hell of a summer blockbuster full of fun. Is it the best or most realistic Batman? No. But is it the most fun? I'd argue yes."
QcE6CdR60NY,I actually love this movie! Val Kilmer was the prettiest Batman & played Bruce Wayne the most likeable compared to the other actors aside from Robert Pattinson.
hLKa24D1KUk,I would like to see Tim Burton's version of Batman Forever.
JMHkz97bddc,"This is my favorite badly reviewed movie of all time. Awesome production values, camera-work & cast."
U5jQU0gsuaE,"this film may not be perfect, but it's punchlines and the nasty jokes and dialogues were definitely top notch! kudos to the writer and the cast for delivering it perfectly"
xNMoQ_Cqt4E,"You know, I believe that this movie should have been titled Batman & Robin since it would have given the impression that the character of Robin was going to appear, then the ""fourth"" film would have been called Batman For(4)ever. Quite obvious right???"
A2YjI0Fre2o,The soundtrack alone was worth the price of admission for this movie!
H3ZEYe-qYrI,The only reason I watched the movie was jim carrey that's it
fDRO_SlFnZ4,Just saw it. Pretty solid movie. Love Catherine Deneuve in Repulsion as well.
juTBjT-hzlc,"c era una volta.....
in Francia"
GhX7-V-ShiQ,This movie sucks
KcoXN28yL9Q,Where can I find the music played in the trailer?
UURCLhzk5P8,Magnífica película
3lKicGtI-WI,"Belle de Jour,
film francese  del 1968
erotismo ed esistenzialismo 
 film fortemente ispirato a  certi filosofi come Jean Paul Sartre, esistenzialismo  ed
 erotismo, trasgressione, forse anche una certa perversione, per la storia, la trama , i personaggi del film, 
 protagonista , una donna , personaggio interpretata  dall attrice Catherine Deneuve....

in altre nazioni,  come l Italia 
sarebbe stato  sicuramente censurato... e non sarebbe nemmeno stato proiettato in nessun cinema..."
juTBjT-hzlc,"elle dit seulement c est paroles

qui si vous voulez...

mais, qui, 

je vodrait
qui je veux"
K3i253Glu20,"je suis l empire a la fine de la decadence...
Paul Verlaine"
XhrT0SD69EQ,"Ho la videocassetta VHS di questo film , come altri film non ho trovato il dvd di questo film in italia .
E uno dei film per cui sono diventato un fan , per cui ho apprezzato  e apprezzo Catherine Deneuve come attrice ."
CoJicHPkPa8,👍🙂
-fP0MsVr21s,"One of the very best. Subversive, really funny, totally carnal and a literally ravishing Deneuve = one of Bunuel's multiple masterpieces."
k6K5q72jy9c,"Si racconta della moglie di un medico, insoddisfatta del rapporto con il marito, che cerca di risolvere il problema prostituendosi nel pomeriggio in una casa d’appuntamenti."
6mXU9qVFRpM,Essa é a moça bonita da praia de Boa Viagem?
XAAtn2Y2fTg,I really like this trailer but its a tad bit misleading
yfn5_sz_B8M,"miniurl.es/snapdatme0ijfg






Ecco un vivido esempio delle tendenze attuali: l'alta qualità della ricerca posizionale è uno stadio qualitativamente nuovo di prospettive favorevoli. Improvvisamente, chiari segni della vittoria dell'istituzionalizzazione, che supera l'attuale difficile situazione economica, sono distribuiti in modo associativo tra i settori.!
現在の国際情勢を考慮に入れると、今日の経済的課題は、プロセス管理の革新的な方法の可能性について語っています。行動の主要なシナリオを考慮すると、内部構造の強化と開発は、自給自足と外部依存の両方の概念的解決策の質的に新しい段階です。"
ObHbkrh8qZM,El comentario de Ércole Lissardi: https://lissardigrynbaum.blogspot.com/2017/05/ercole-lissardi-genesis-de-belle-de.html
GA0CCzh3x_g,masterpiece
KEAewElEcCo,SATÉLITE NS LUA.
vanu_y5NY6s,The Exterminating Angel should be restored and shown next.
PP--dDh4axI,"Anthropology Professor Ernest Becker was obsessed with Catherine Deneuve.  Read Becker's book, ""The Denial of Death."""
QXjofSo5Je0,"OH THANK GOD! When I found this film on Criterion blu ray I was reluctant to buy it cause being a French film from the 60s, I was afraid it was going to be a B&W pretentious art-film full of inner monologues, dull pacing and very little actual eroticism. But after seeing this trailer it actually looks worth my time!"
VCZ9ewiuS1E,Too much YSL
qgpzsLyrPqU,WHAT IS IT ???
V43K5yFn5GM,Iam talking to you goddamn bitches what the Hell is the goddamn point ?!?!?!?!?!
jt3AT-8rKGk,Again to drive the goddamn point home again what the Hell is the goddamn point anyway ???
UePpB9Qatnw,What the Hell is the point anyway ???
h4CChNuUxYA,RIP Michel Piccoli.
cd-go0oBF4Y,magnifique
2iMQfah17Ec,The Truth trailer brought me here.
8EfW77w9i9c,Respected Director Oui ?
6EugG5ayMfs,garbage
Q9KRbrmc-A0,Does anybody know what the movie title translates to in English?
4tZ4rUFBEkQ,Catherine Deneuve is the ultimate femme
HMhUnO2u6qI,Catherine Deneuve=Kate Walsh
n_g4qspx3es,Catherine Deneuve is the ultimate femme!
_BsPLaS0ksg,Masterpiece no doubt
R2IFIMyZPnQ,"La mas aburrida pelicula de prostitucion de todos los tiempos, soy escritora y busco aprender de la prostitucion sin ejercerla, pero no hay mucha tela de donde cortar ! Todo en mi novela tendra que ser imaginacion pura o entrevistar prostitutas reales."
_shXM-868Q8,Catherine deneuve is absolutely beautiful in this film
UJaAMIojNL0,"Going to see this when it comes out in Toronto,"
M6DsFyC9l-U,What's with this music? It's about as far removed from the atmosphere of this movie as possible. It just gives the impression the people who made this trailer tried to deceive their audience into believing this movie is something it's not; as if it's some kind of inane drama about the injustice of the prostitution business like it would probably be written today. Don't treat your audience this way.
llEsfNtE4iQ,the movie turns 50wow!
tsmacmhdrUs,"wat 2do? whr can we/i  rest  my mind , wth in da beautyful sorror of an unknown mornin. delightful charm of  isolation ,  those of pleasure  of  being idle. Me seems I was Strives for de nothing , isolation how cruel it could be .Tiring  efforts 2 make love wth de unknown . Forgotten   tune of  an  Unseen , an old fellow like every  other milk man or is it jus a mercy of a discreet . da way  Time   death & de  fragrances   , first ray of an unknown mornin along wth da sorrow of it's own , Her(His) new story . Thanx any way."
Lodj3ZT4tOU,what is the song playing?
wCrcDidiGJs,الله لايعطيك اعافيه😑😑😬😤
Pa7oVPru4J8,This is definitely a movie without clear cut good guys and bad guys. The casting of the two mains is perfect in that you want to take a side but really neither man is right or wrong. The 90s Roulette podcast does a great breakdown of the movie and the two characters in one of their episodes
BYDPyVqZx9M,this scenario happened in real life in oct 1962; soviet navy officer Vasily Arkhipov refused to affirm the captain's order to launch a nuclear torpedo at the US fleet off cuba
O6GI7YSZGVA,1:48 one of my favourite movie themes
nn2nQMfLqwg,That aspect ratio XD
x8kwb4qFrT4,"A classic film,"
2T6WvayGd64,“Jesus who did you Fuck to get on this ship!” 😂 I felt that scene
5RLDDt6Jpes,Efsanedir👌👌👌
lTyxmVou27w,"Washington, Hackman, Mortinsen... Pura personalidad alta"
UMaUZyqg6J8,I miss the trailer guy narrating trailers 😞
SxEqB--5ToI,This is a movie about how Denzel demands the crew let the Russians blow up their sub
pV1YuMsPO88,👍👍👍👍😍😍😍
qBvBOZl6wzw,Rest in peace sammy Wilson
u8tVk61sHsQ,"A movie that offers nothing great at since it has been seen in other submarine movies made before . ""The Hunt for Red October"" has exact the same story , with the same mutiny case and other action scenes . 

Crimson Tide use the same over the top music and other soundtrack heard in action movies during the 90's era . Airforce One ( Harrison Ford ) , The Rock ( Nicolas Case & Sean Connery ) to name a couple ...

Sure it has some excellent cast in the movie Gene Hackman & a new Denzel Washington back then . But yes the fame and glory from this movie falls only because it's a ""Tony Scott"" movie at least this movie you could enjoy the movie now his later movies Domino or Men on Fire where you couldn't see sh*t going on because shaking cameras why i hate Tony Scott for that ( somehow the same with those who made Jason Bourne trilogy some action scenes from James Bond the Daniel Craig era and other movies from that era ) 

Anyway this movie is just a plain remake from ""The Caine Mutiny"" . 

Too many clichés and stereotypes are seen in this movie which makes it somehow sad to take it as a serious movie .

- again the Russians were the bad guys for no reasons , we can already see how the American country acts as it's media seen in the movie itself .

- bad guy Gene Hackman is a lost veteran in the army facing a new generation that ....

- The colors used in the submarine same as The Hunt of Red October is ridiculous ( green , blue, red , etc...)

- The dog Gene Hackman use is just an easter egg already seen in The Longest Day . 

- This movie uses the same plot as the Officers Men ( Tom Cruise, Demi Moore, Jack Nicholson ) 

- Later on the movie K19 The Widowmaker ( Harrison Ford & Liam Neeson ) offers the exact same plot besides the mutiny for one and the nuclear problem for the other .

This movie isn't original at all . The only actor that steals the whole movie is Gene Hackman ."
_t7ubr0jBII,"""On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before confirming his orders to do so.""

What?!  The orders to launch WERE confirmed.  The orders that WEREN'T confirmed were the stand down orders.  The XO staged a mutiny based on unauthenticated orders."
uRgBedsCOWk,Man crap like this makes you scared. How many moments have we had like this in modern history and non of us even knew it.
TYcvQTNG_7E,*I never liked politically correct movies.  Let me guess the minorities in the movie were trying to do the right thing and the white people were trying to do the wrong thing.*
3C4Khj5D7lI,This movie is foreshadowing of the Russian/ Ukrainian invasion
_b4zPoleN28,Very relevant movie in the year 2022.
FViocvb1xyw,"Great Movie , Great Actors"
MZWjzoWPPV8,One of the best militaries films.
oMbMwdPwnYE,Great movie non stop action and suspense
mpxOTk4DDJo,When Gene Hackman turns into a ahole he puts on that ugly red Trump hat.
DZ7Fm26YJjs,"""On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before confirming his orders to do so.""

Did you even watch the movie? This description is so wrong... BOTH men were right and wrong at the same time! THAT is what makes this movie so good! The First Officer did not mutiny, he removed his captain due to his improper request to have the First Officer replaced. The captain isn't trigger happy by any means and his orders WERE confirmed, so he was acting as protocol dictated!"
4YMzT2Uelts,"Nice films. 
Just saw this last night on fox action movie 😁"
_tjzuutVnzs,First time I saw this this was the most tense movie I ever saw.
HU7DpT-s2VA,I miss Tony Scott movies 😢
C6T2Q4XO7uA,Excelente ya no hacen películas como está con actuaciones tan formidables.
hbuIeTHh4To,"Tenha certeza que ""Maré Vermelha"" é um ótimo filme com o tema ""militar"" e apresentando pura apreensão em seu desenvolvimento. Filme envolvente e muito bem produzido, com destaque para as interpretações dos atores Denzel Washington e principalmente Gene Hackman."
WNkIjVyf3UQ,complete bullshit.
wdaNdRAOlJU,I assume this is essential viewing while stoned?
K5_2VgJUSBA,I liked the movie but he's just a massive fetishist lol I agree with some of his views of *society.*
,Joe Rogan brought me here
H6AEYBcwsR8,"Gene Siskel said in 1995 during his program with Roger Ebert, that he didn't expect to see a better film that year than Crumb, and he didn't."
gw_iod-RPSE,"It is ""Last Kind Word Blues"" by Geeshie Wiley"
sth8EmI2y6g,"For all those here because of Jordan Peterson, i have a better one for you.
Look up ""A dangerous dynasty: house of Assad"" by the BBC.
Nevermind Crumb. The Assad's reign (current + father) brought about death and destruction to hundred's of thousands of syrians. His conflicting personalities; the eye surgeon, lover of life and the arts - the hero, and Assad the brutal cold-blooded enigmatic despot - the antihero. 
Feeling unloved and unappreciated by a powerful mother who sees you as being a coward betraying your late god-like father, for not cracking down, and who wills nothing but brute force as the only solution. As Jerrold Post put it, a father so powerful, you imagine him sitting on your shoulder, going ""*tut* *tut* *tut*"" as you make decisions. 
A highly intelligent, and loving man, but extremely manipulative, machiavellian, deadly and dysfunctional. 

Go watch that documentary!"
qNmJKsGylaY,"""JP brought me here"" is the new ""Valar Morghulis""😁"
6MUcuqbGTxc,This has me wanting to watch Ghost World again.
tp4wbA1Vj2o,"Yep, I'm here because of Dr. Jordan Peterson. This documentary was messed up in all the right ways. A real behind the scenes. Damn, it's actually amazing that Robert came out as sane as he is with everything that happened in his family."
4GJ9OTI4GSY,To all the people who came here because of Jordan Peterson and actually watched the whole documentary - did it lay out the Oedipal nightmare JP discussed in the lecture?
IhRgMU0wyB8,Ha..Jordan  P.
3aQuvPlcB-8,Where is documentary ?
g1axEqfItxg,I don't get it
gUmTvO9KHHU,In 1970 I was 9 and at a friends house and we were looking through his brothers skin mags.I then came across Joe Blow. we lived in the Netherlands and it was translated to dutch. It most certainly left a image in my brain that I immediately recognized it when I saw this documentary yesterday Sept12 2022.
0rP7fR6dJAk,I came here because of gold ol Harvey. :)
DfnPrMypS8U,i'm here because I was looking for a band called crumb. Now i'm curious...
YX6mtTLHlkg,I can't find the real doc.
Hs6ASCq9YtY,Hello jp followers welcome to crumb
1qFSl4DiKXA,"Literally my favorite doc. Robert's raw scathing unapologetic satirical artistic style laid bare the sickness beneath the surface of the middle class suburban American normalcy that Robert grew up in and around. Disturbed and disturbing. Twisted and fascinating. Brilliant and bold. Hip and outrageous. intimate and revealing. After reading tons of Robert's material growing up, it was amazing to not only get to know the man behind them, but the oftentimes strange genesis from which they sprang."
OMmxSELuP-8,I put this off for long time but JBP just HAD to keep bringing it up 🙄. So here we are. About to watch this on Prime I guess
t3ehZvLL2UE,Now guys give your attendance for Jordan Peterson's subject by Raising your ✋ s.
lIRTFlGjohw,So apparently everyone’s here because of Jordan Peterson. Shoot me. I’m here because I love comics.
SWgVws6_AVs,"Fritz The Cat is actually funny, although some of Mr Natural makes me a bit uncomfortable."
Q3WJvaEjAlU,Jordan Peterson brought me here.
RsugtjWFMeQ,Here Am I..😂
qS--pwEJRtg,DJ Conner brought me here.
WJjRn_GH9R8,peterson should get some royalties from this
p2AlffKozbg,Daddy Peterson sent me here lol
sV-4gWRtNxY,So why would Peterson want us to check this out ? Am I missing something?
vsaUp6_jcJY,ART sucks...  a can of soup ...whoa!!!...  the affluencers tell YOU what YOU like... Can I be straight ? Somewhere a tree is fallen.(stone free) a booster shot is....
hwuRDxzitek,What's the song he puts on. It's wonderful and I'd love to hear the original.
8WY5wRJLLpo,Papa Peterson sent me here
KYbXUWw61ug,This is a terrible trailer it says absolutely nothing of what the film is about
D313rsokyXg,Last kind words blues.  Great song.
gc780wLdGds,Song is amazing.
NGCcCuY00OE,Ghost World movie article brought me here
U2CNeff1Q5M,🖤
7nt8deWy-CA,coming from a biblical talk to this....interesting times we are living
29nriO8ux0Q,"Fuck Jordan Peterson, whose stank has apparently infected this masterpiece."
cCtm8L4PQt8,"Probably the least interesting trailer, ever. Although, ascended master JP sent me here, so I will continue on... 😎"
mI6p6BHQHL4,The trailer is fine for it's time and content.  But if their interested in views of Crumb - just clip the portion of ol' JP talking about this.
B7KpF7BF0ew,Now Jordan Peterson’s got everyone out looking at vids of Crumb. LOL life is funny that way.
my7icJ-mfmc,He reportedly hated Ralph Bakshi's adaptation of Fritz
7O2MiY2gZII,Conan brought me here
Q1sIHx8QXus,this movie change my mind
vlblxDGoGwo,"lol all you man children coming because daddy peterson told you to, you have no culture and just flock to whatever he tells you to read or watch. pathetic. all asking for free avenues to watch, if you've been on the internet you know damn well how to find it. how about buying the dvd loser"
9HViIBZsBfk,Jordan Peterson brought me here
ktZ-biaaxk0,Arguably the best docu film of the 1990s.
uBOsdyx6V6M,Love the crumb!!!!!!
P2bCdymB7do,Papa Peterson sent me
cmBq41nVrXs,"Didnt come here cause of a meme. Woulda never seen it if my friend didnt tell me about it. He watched it seeing the three different perspectives of a higher consciousness. Like the reader, meditator and R. CRUMB the artist.
Honestly woulda never watched it if he didnt reccomend it"
tBOd_AiVa-8,"Someone brought me here but I don't remember who or why.... I saved this bookmark so I must have had a good reason...
So can someone please tell me why I should watch this movie?"
UWkFm6FKLEY,Joe Rogan brought me here.
SDFlRsDIAd4,Anyone else here from yo mama?
p6mRIElGyE8,"This trailer makes me pretty sure I don't want to see the movie, despite Dr. Peterson's mention of it."
KcoXN28yL9Q,Hes comic books brought me here. Greetings from Switzerland
v4alqybzcic,Fritz brought me here
NCGEbsbvayo,meme analysis
zfFWBWKwQT8,Simp
s0Ml4u3hLlY,anyone else here because of memeanalysis
qAQRCcQlXXE,Track ID?
SStzlZz6lxc,Macron brought me here
GsWZyvtX5tU,"""People can't express themselves that way anymore.""  
Yes, they can and do. There is always a wealth of art in any generation if you look for it. If you say that people in the current generation can't make ""good"" art anymore you aren't putting a good-faith effort into looking."
rQf5BI1_K50,JP!
c8pqttYzlc8,"my libido and instinct brought me here, not daddy Jordan"
ZkjWyIdIBJo,Funny thing is...no one asked who brought you here
iYPnUrREbRg,Joe Rogan
Y7fGNsgCcHc,"Papa Peterson brought me here - now, where to find the full documentary for free?"
Olvpk5BXWCI,only want to meet him and R.J.B before we all perish..  legends everyone... but these two /... ooooh fak..be a treat.https://www.youtube.com/watch?v=huZd1ALg_GM&t=167s
NJWALbC0tSY,Where can I watch this?
8LU9r1Qm6rg,"Kevin Knoblock  brought me here :)"
Cdxehm0NxkU,"Apparently everyone here is because JBP said something about this movie, what has JBP said about this doc?"
0ToLfQU2xmg,"here is the link to watch ""crumb"" online http://www1.watchserieshd.tv/series/crumb-tae-episode-1


thank me later but  follow my youtube channel now"
RmIC9pQ80Fk,Just listened to JP's work on Psychological Significance of the Biblical stories and landed here...
n9gFKHAFG94,If you came here to understand what this documentary is all about - see this 60 second introduction instead - https://youtu.be/AV5l_fcZwQ4?t=303
xsQfKt08Xlk,Father Peterson brought me here too 😊
p6Iv7r-aRWs,"An article about drugs in the film industry brought me here, i was already workshiping fritz the cat for years."
V_DmZTmSS0A,Who's here because you say the doc being over an hr and the trailer only 5 min
xADT-sJpg7I,"Jordan Peterson, our new Socrates."
2e9SEgU-_mc,Professor Jordan Peterson brought me to this movie.. and I'm mind blown by the beauty of this movie
1lMmYysiB9A,What's the song
EEARDSdiQ74,One of the greatest documentaries ever made
zrfOOZWK49o,My love for 78s brought me here.
VkwPGVUHg9E,"Haha , me too 😊😂😀"
Ty4dtsphtA8,Anybody know who the lady is on the cover for this movie?
8avPL8bdYYQ,Quite the life for Robert and his siblings....very dark
EaCbSlAsQoE,what the song?
wLlmymHRNZg,JP brought me here also. Who else?
-26xw-ALeiA,Jordan Peterson brought me here!
WQTUEj-TqLo,remember the time when the movie trailers don't tell you shit about the storyline?
wwzxZvnx9Aw,"34, extroverted, separated male here, with creativity, that just lies hidden in his own mind. Ideas, that dare not come out for they are too awesome to be stolen. Tears, that often find a way out, even on the most joyous of the occasions. Determination, that is slowly building up, despite a million heartbreaks and demotivated events.

Thanks to Jordan Peterson, and the likes of him, who are helping me look beyond what I just mentioned.

Men, you are the creators of the world, you are the creators of your own soul, so don't let any of the circumstances make you doubt your self worth. It's okay to feel weak, for in that feeling, lies a sinister ""ohhhhh you have no idea how I am gonna come back bitch"" smile 😼.

Stay strong brothers, NO ONE is a loser, we are all Winners, in the making. Just take the hits and learn how to counter them and move ahead. Survive now and slowly build upon it. 

One day, all this will make sense and will be in the past, while you'll be sitting on your throne, with peace 😌

Good luck Men 🤞😌👍"
TUN3_yAOUNo,JP was Here.
cN2omT-8oRs,sagol
G8ZHyJoKYnM,Whats the name of the music?
oiFqWwJsbAk,Awesome
00-WPchnLTE,This trailer told me notbing lol
4NeHWLZbs0g,Hello Peter pans
Tm5jBa4LzxQ,The 500 Cult Films book brought me here
OzpqLRb2lfs,my parents brought me here
I19IuJYbuyg,freekbrothers
_3_TVzGHxnk,Music for desperado trailer was from Mambo kings...😂
SlZX2o4n3Pk,glad they got rid of Tarantino pretty quick....hard to look at 'im.  =(
n-X00-BoG9o,"For some of us, we didn't know it was a sequel and it was one of the most blowing features of '95.

#30yearsago💎🎞
#TheMexicoTrilogy🦂🏜🇲🇽"
BBAkNCO7R78,0:59
ctsxTvTQUZI,From one minute to the end of the video where is the music from ? And is there a full version of the music ?
RQLVzTtt2Ws,"Un misterioso chitarrista arriva in una sonnolenta cittadina del Messico, portando con sé un vero e proprio arsenale. La sua missione? Vendicare la morte della fidanzata."
,"This was my favorite childhood movie, I would watch it all the time!"
Mt2__27L358,1:37
22UrI0YdzEQ,this is the sexiest movie of all times!!!
8e9fp9TAJCY,His portrayal as El Mariachi greatest role ever.
w7aE0a8keiA,A version of Bonnie & Clyde
